It took 3.820772171020508 seconds to calculate the mandelbrot graph
It took 0.09927606582641602 seconds to dump the image.
         1099361 function calls (1080072 primitive calls) in 4.411 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:212(MGridClass)
        2    0.000    0.000    0.000    0.000 linalg.py:465(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:927(_GrouperMethodForwarder)
        1    0.000    0.000    0.000    0.000 _docstring.py:76(__init__)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:280(__init__)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 scale.py:460(AsinhTransform)
        1    0.000    0.000    0.000    0.000 scale.py:478(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:321(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1723(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2920(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2800(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 core.py:3506(StringStart)
        1    0.000    0.000    0.000    0.000 core.py:3775(_ErrorStop)
        1    0.000    0.000    0.000    0.000 core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 core.py:4672(Located)
        1    0.000    0.000    0.000    0.000 core.py:5467(Dict)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1233(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1414(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3565(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3573(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:404(ToolGrid)
        1    0.000    0.000    0.000    0.000 _mathtext.py:643(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1299(Rule)
        1    0.000    0.000    0.000    0.000 patches.py:3633(Simple)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 legend_handler.py:181(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:351(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:391(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:713(HandlerTuple)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 axis.py:577(_LazyTickList)
        1    0.000    0.000    0.000    0.000 gridspec.py:191(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 core.py:5602(postParse)
        4    0.000    0.000    0.000    0.000 artist.py:703(get_figure)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
        2    0.000    0.000    0.000    0.000 index_tricks.py:762(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 deprecation.py:223(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
        1    0.000    0.000    0.000    0.000 unicode.py:130(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 core.py:3398(PositionToken)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1713(is_saving)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3512(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 backend_tools.py:434(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:471(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:612(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1385(VCentered)
        1    0.000    0.000    0.000    0.000 patches.py:3549(BracketAB)
        1    0.000    0.000    0.000    0.000 __init__.py:64(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 streamplot.py:244(StreamplotSet)
        1    0.000    0.000    0.000    0.000 _base.py:632(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:4028(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 geo.py:343(MollweideTransform)
        2    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 core.py:192(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 core.py:2273(Empty)
        1    0.000    0.000    0.000    0.000 core.py:2344(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 core.py:4449(_IndentGreater)
        1    0.000    0.000    0.000    0.000 core.py:4899(_NullToken)
        2    0.000    0.000    0.000    0.000 results.py:434(<lambda>)
        1    0.000    0.000    0.000    0.000 cm.py:94(__len__)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 backend_tools.py:419(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:642(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:658(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 dviread.py:784(Tfm)
        1    0.000    0.000    0.000    0.000 font_manager.py:993(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 _mathtext.py:842(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:853(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 patches.py:2538(Sawtooth)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 units.py:178(Registry)
        1    0.000    0.000    0.000    0.000 _base.py:4012(set_navigate)
        1    0.000    0.000    0.000    0.000 geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:298(HammerTransform)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 parse.py:147(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:328(DefragResult)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:1249(PlaceHolder)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 __init__.py:342(silent_list)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 ticker.py:1080(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2900(AutoLocator)
        1    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 artist.py:90(_Unset)
        1    0.000    0.000    0.000    0.000 hatch.py:140(LargeCircles)
        2    0.000    0.000    0.000    0.000 backend_bases.py:891(set_clip_rectangle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1463(KeyEvent)
        1    0.000    0.000    0.000    0.000 font_manager.py:1552(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:586(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1318(Hrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1422(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1461(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 patches.py:2703(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:3001(Bar)
        2    0.000    0.000    0.000    0.000 image.py:816(get_resample)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 offsetbox.py:459(HPacker)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 geo.py:452(InvertedLambertTransform)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:336(SplitResult)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 colors.py:2039(NoNorm)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 util.py:81(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 util.py:102(_FifoCache)
        1    0.000    0.000    0.000    0.000 util.py:164(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 unicode.py:155(Greek)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2808(notify_axes_change)
        1    0.000    0.000    0.000    0.000 patches.py:3589(BracketCurve)
        1    0.000    0.000    0.000    0.000 patches.py:3801(Wedge)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 dates.py:1571(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:418(VPacker)
        1    0.000    0.000    0.000    0.000 container.py:78(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:768(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:281(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:355(DibImageFile)
        2    0.000    0.000    0.000    0.000 contextlib.py:735(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:264(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:718(IndexExpression)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 random.py:840(seed)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1778(RootLogger)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 rcsetup.py:717(_DunderChecker)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1068(_idat)
        1    0.000    0.000    0.000    0.000 ImageFile.py:572(PyCodecState)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:349(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1128(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 transforms.py:2617(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 unicode.py:136(Latin1)
        1    0.000    0.000    0.000    0.000 unicode.py:195(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:208(Chinese)
        1    0.000    0.000    0.000    0.000 unicode.py:235(Kanji)
        1    0.000    0.000    0.000    0.000 unicode.py:268(Hangul)
